"","Dim.1","Dim.2","Dim.3"
"95",0.0438168325249047,-0.16689925999321,0.77056133841198
"96",0.989378727973028,-0.0875901033192927,0.347877413327824
"97",0.864617757063331,-0.131071889000755,0.44107698290513
"98",0.405441646927564,0.342019500063232,0.16316516987977
"99",1.01947288711379,0.0181047170683359,0.495354579583988
"100",0.701770928015112,-0.469288986880421,0.0602747383812282
"101",-1.54234252762365,1.0512536332142,-0.972388443395105
"102",-4.88141859015257,-0.38363148523012,-0.30892020871061
"103",0.262341631223218,1.34685005295602,0.332496517313093
"104",0.480427914774147,-0.479048749746613,0.345912451651498
"105",1.02897538065949,0.111049421811583,0.64826468020404
"106",0.403077229938551,-0.679352977980708,0.094245834466943
"107",0.950796360744383,-0.052999276341185,0.4624539922895
"108",-0.428522344292432,1.00824951088873,-0.412960943619841
"109",0.537460501361283,0.207289622497114,-0.079006156243429
"110",1.23600487797775,0.254321108477291,0.620564505234286
"111",0.876578729699543,-0.0925638371559128,0.493443036077579
"112",0.705979199593086,-0.236122860849199,-0.109446628685679
"113",0.800638025390007,-0.408601283542074,0.0332440245077502
"114",-0.380715302925112,-2.1057320983908,-1.37890350926513
"115",0.639802622874721,0.363882511950167,0.930700987723369
"116",0.889894300112284,-0.169791445476075,0.337348164940539
"117",-0.440450875769426,0.814040606476267,0.208647489318178
"118",-0.413534156383906,0.98963014332376,-0.576457543745789
"119",0.92200373198011,-0.254395832718995,0.142352243703664
"120",0.844147428484687,-0.659904699572806,-0.474944405873858
"121",0.324597037348845,0.830562601182578,0.431954602359757
"122",0.0706371985576674,1.06130378013525,-0.249721311859152
"123",0.938743259541754,-0.0898227925615313,0.413221239642018
"124",0.706862518472555,-0.41273616314261,0.154259009189019
"125",0.826672980485625,-0.463781632499708,-0.100908287584001
"126",-3.1923379093523,0.11043251592122,-1.25902185458566
"127",-0.42495020324067,0.768400123218068,0.403077066249193
"128",0.087896214010026,0.401220450314161,0.180675773862288
"129",-0.212770846425376,0.773715384483422,0.135322455313092
